,FoodItem,Raw_Foodcategory,Standard_Food_Category,Energy,Fat,Carb,Sugar,Protein,Sodium,Fiber,Saturated,Trans-Fats,Monounsaturated,Polyunsaturated,Cholesterol,Calcium,Magnesium,Potassium,Iron,Zinc,Phosphorus,Vitamin A,Vitamin C,Vitamin B1 (Thiamine),Vitamin B2 (Riboflavin),Vitamin B3 (Niacin),Vitamin B6 (Pyridoxine),Vitamin B9 (Folic Acid),Vitamin B12 (Cobalamin),Vitamin D,Vitamin E (Alpha Tocopherol),Vitamin K
0,Methi Muthia || JHDB,SNACKS,Fast Foods,387.73 (kcal/24 H),19.45 (gm),40.07 (gm),7.88 (gm),14.2 (gm),757.06 (mg),7.02 (gm),3.09 (gm),0.01 (gm),5.95 (gm),6.5 (gm),0.0 (mg),81.05 (mg),35.34 (mg),744.49 (mg),2.67 (mg),0.42 (mg),72.58 (mg),65.11 (ug),12.93 (mg),0.12 (mg),0.17 (mg),0.91 (mg),0.04 (mg),10.95 (ug),0.0 (ug),0.0 (ug),1.52 (mg),52.16 (ug)
0,Hara Bhara Kabab || JHDB,SNACKS,Fast Foods,85.75 (kcal/24 H),3.93 (gm),10.4 (gm),2.01 (gm),2.77 (gm),164.97 (mg),2.48 (gm),0.54 (gm),0.0 (gm),1.53 (gm),1.6 (gm),0.0 (mg),38.0 (mg),26.24 (mg),271.98 (mg),0.92 (mg),0.4 (mg),43.47 (mg),414.84 (ug),29.63 (mg),0.09 (mg),0.06 (mg),0.81 (mg),0.15 (mg),41.56 (ug),0.0 (ug),0.0 (ug),0.73 (mg),70.44 (ug)
0,Chakli || JHDB,SNACKS,Fast Foods,52.12 (kcal/24 H),2.53 (gm),6.36 (gm),0.25 (gm),0.97 (gm),37.39 (mg),0.47 (gm),0.36 (gm),0.0 (gm),1.01 (gm),1.03 (gm),0.05 (mg),2.68 (mg),4.01 (mg),27.54 (mg),0.12 (mg),0.08 (mg),9.28 (mg),10.29 (ug),0.01 (mg),0.01 (mg),0.0 (mg),0.2 (mg),0.03 (mg),0.72 (ug),0.0 (ug),0.0 (ug),0.3 (mg),2.53 (ug)
0,Veg Cutlet || JHDB,SNACKS,Fast Foods,239.65 (kcal/24 H),10.76 (gm),30.92 (gm),4.6 (gm),5.69 (gm),163.54 (mg),4.13 (gm),1.58 (gm),0.0 (gm),4.2 (gm),4.39 (gm),0.0 (mg),63.28 (mg),33.34 (mg),380.77 (mg),2.24 (mg),0.83 (mg),98.38 (mg),1157.08 (ug),53.95 (mg),0.31 (mg),0.15 (mg),2.56 (mg),0.24 (mg),60.34 (ug),0.07 (ug),0.0 (ug),1.48 (mg),24.02 (ug)
0,Crispy Gobi Manchurian Dry || JHDB,SNACKS,Fast Foods,474.13 (kcal/24 H),18.79 (gm),69.03 (gm),6.67 (gm),12.44 (gm),786.71 (mg),6.77 (gm),2.73 (gm),0.0 (gm),7.43 (gm),7.64 (gm),0.0 (mg),202.11 (mg),62.92 (mg),988.68 (mg),4.18 (mg),1.68 (mg),238.08 (mg),180.55 (ug),167.29 (mg),0.51 (mg),0.38 (mg),3.64 (mg),1.33 (mg),196.74 (ug),0.0 (ug),0.0 (ug),2.71 (mg),88.89 (ug)
0,Bhel Puri || JHDB,SNACKS,Fast Foods,451.19 (kcal/24 H),8.78 (gm),80.28 (gm),16.55 (gm),15.48 (gm),651.14 (mg),10.99 (gm),1.0 (gm),0.11 (gm),1.36 (gm),3.56 (gm),0.0 (mg),117.62 (mg),97.25 (mg),951.82 (mg),5.29 (mg),1.62 (mg),219.85 (mg),258.09 (ug),23.48 (mg),0.38 (mg),0.18 (mg),2.47 (mg),0.59 (mg),268.23 (ug),0.0 (ug),0.0 (ug),1.08 (mg),16.4 (ug)
0,Cheese Balls || JHDB,SNACKS,Fast Foods,58.52 (kcal/24 H),3.95 (gm),3.55 (gm),0.38 (gm),2.3 (gm),75.84 (mg),0.51 (gm),1.49 (gm),0.06 (gm),1.3 (gm),0.81 (gm),6.6 (mg),49.12 (mg),4.53 (mg),73.93 (mg),0.11 (mg),0.28 (mg),36.87 (mg),28.43 (ug),2.23 (mg),0.01 (mg),0.03 (mg),0.12 (mg),0.04 (mg),3.58 (ug),0.07 (ug),0.04 (ug),0.24 (mg),2.86 (ug)
0,Bread Pakora || JHDB,SNACKS,Fast Foods,2909.91 (kcal/24 H),44.48 (gm),486.12 (gm),50.61 (gm),141.94 (gm),5410.55 (mg),69.21 (gm),8.63 (gm),0.21 (gm),9.12 (gm),19.95 (gm),0.41 (mg),1735.78 (mg),815.25 (mg),3262.45 (mg),27.05 (mg),19.08 (mg),2296.57 (mg),61.48 (ug),14.18 (mg),4.25 (mg),1.8 (mg),48.02 (mg),2.48 (mg),457.32 (ug),0.0 (ug),0.0 (ug),29.11 (mg),91.53 (ug)
0,Shankarpali || JHDB,SNACKS,Fast Foods,1627.22 (kcal/24 H),34.17 (gm),300.95 (gm),102.01 (gm),30.12 (gm),207.16 (mg),9.2 (gm),16.67 (gm),0.0 (gm),7.77 (gm),1.4 (gm),71.1 (mg),72.74 (mg),44.86 (mg),228.63 (mg),7.56 (mg),1.08 (mg),160.76 (mg),140.38 (ug),0.0 (mg),0.26 (mg),0.15 (mg),2.81 (mg),0.11 (mg),60.13 (ug),0.25 (ug),0.51 (ug),0.02 (mg),0.14 (ug)
0,Mathri || JHDB,SNACKS,Fast Foods,54.51 (kcal/24 H),1.93 (gm),8.23 (gm),0.07 (gm),1.21 (gm),26.91 (mg),0.61 (gm),0.89 (gm),0.0 (gm),0.59 (gm),0.3 (gm),3.44 (mg),4.88 (mg),5.35 (mg),23.45 (mg),0.61 (mg),0.13 (mg),17.58 (mg),7.04 (ug),0.02 (mg),0.07 (mg),0.05 (mg),0.61 (mg),0.01 (mg),24.98 (ug),0.0 (ug),0.0 (ug),0.07 (mg),0.87 (ug)
0,French Fries || JHDB,SNACKS,Fast Foods,312.85 (kcal/24 H),7.51 (gm),56.84 (gm),2.62 (gm),6.62 (gm),408.32 (mg),7.35 (gm),1.16 (gm),0.0 (gm),2.98 (gm),3.05 (gm),0.0 (mg),121.27 (mg),85.19 (mg),1376.4 (mg),3.05 (mg),1.03 (mg),183.17 (mg),15.99 (ug),63.86 (mg),0.26 (mg),0.1 (mg),3.4 (mg),0.98 (mg),52.53 (ug),0.0 (ug),0.0 (ug),0.85 (mg),14.64 (ug)
0,Dal Vada || JHDB,SNACKS,Fast Foods,37.1 (kcal/24 H),1.17 (gm),6.75 (gm),0.67 (gm),2.3 (gm),95.72 (mg),2.77 (gm),0.16 (gm),0.0 (gm),0.49 (gm),0.48 (gm),0.0 (mg),10.88 (mg),1.16 (mg),10.76 (mg),0.34 (mg),0.01 (mg),1.85 (mg),12.32 (ug),0.85 (mg),0.0 (mg),0.0 (mg),0.01 (mg),0.01 (mg),1.36 (ug),0.0 (ug),0.0 (ug),0.15 (mg),3.22 (ug)
0,Dal Vada | Parippu Vada || JHDB,SNACKS,Fast Foods,37.1 (kcal/24 H),1.17 (gm),6.75 (gm),0.67 (gm),2.3 (gm),95.72 (mg),2.77 (gm),0.16 (gm),0.0 (gm),0.49 (gm),0.48 (gm),0.0 (mg),10.88 (mg),1.16 (mg),10.76 (mg),0.34 (mg),0.01 (mg),1.85 (mg),12.32 (ug),0.85 (mg),0.0 (mg),0.0 (mg),0.01 (mg),0.01 (mg),1.36 (ug),0.0 (ug),0.0 (ug),0.15 (mg),3.22 (ug)
0,Vada Pav || JHDB,SNACKS,Fast Foods,313.1 (kcal/24 H),4.54 (gm),59.79 (gm),19.14 (gm),9.15 (gm),481.74 (mg),4.6 (gm),0.47 (gm),0.0 (gm),1.26 (gm),1.46 (gm),0.0 (mg),114.71 (mg),32.07 (mg),526.71 (mg),3.42 (mg),0.56 (mg),88.63 (mg),121.51 (ug),59.31 (mg),0.47 (mg),0.18 (mg),2.25 (mg),0.54 (mg),14.38 (ug),0.0 (ug),0.0 (ug),0.54 (mg),14.82 (ug)
0,Grilled Sandwich || JHDB,SNACKS,Fast Foods,233.76 (kcal/24 H),4.13 (gm),41.81 (gm),7.68 (gm),8.62 (gm),796.14 (mg),8.1 (gm),1.96 (gm),0.02 (gm),1.05 (gm),0.76 (gm),6.45 (mg),442.44 (mg),43.23 (mg),504.31 (mg),4.12 (mg),0.98 (mg),122.07 (mg),164.65 (ug),18.29 (mg),0.38 (mg),0.21 (mg),3.52 (mg),0.27 (mg),134.9 (ug),0.01 (ug),0.0 (ug),0.62 (mg),24.53 (ug)
0,Poha || JHDB,SNACKS,Fast Foods,439.4 (kcal/24 H),16.53 (gm),65.38 (gm),3.22 (gm),7.51 (gm),263.54 (mg),2.91 (gm),4.49 (gm),0.0 (gm),3.71 (gm),7.29 (gm),0.0 (mg),23.53 (mg),44.59 (mg),169.75 (mg),4.18 (mg),1.2 (mg),122.45 (mg),51.28 (ug),5.69 (mg),0.49 (mg),0.06 (mg),4.63 (mg),0.17 (mg),308.58 (ug),0.0 (ug),0.0 (ug),4.55 (mg),8.09 (ug)
0,Omelette || JHDB,Fish & Egg Products,Fish & Egg Products,274.12 (kcal/24 H),22.49 (gm),6.33 (gm),3.24 (gm),12.17 (gm),419.95 (mg),1.06 (gm),4.69 (gm),0.03 (gm),9.09 (gm),7.5 (gm),327.36 (mg),61.55 (mg),24.3 (mg),313.08 (mg),2.28 (mg),1.31 (mg),200.46 (mg),332.46 (ug),117.55 (mg),0.09 (mg),0.45 (mg),0.56 (mg),0.31 (mg),55.01 (ug),0.78 (ug),1.8 (ug),2.94 (mg),27.06 (ug)
0,Egg Bhurji || JHDB,Fish & Egg Products,Fish & Egg Products,234.08 (kcal/24 H),19.34 (gm),9.42 (gm),3.98 (gm),7.01 (gm),411.02 (mg),1.97 (gm),3.45 (gm),0.02 (gm),7.65 (gm),6.73 (gm),163.68 (mg),57.16 (mg),19.99 (mg),271.04 (mg),2.06 (mg),0.8 (mg),119.11 (mg),235.11 (ug),59.38 (mg),0.07 (mg),0.25 (mg),0.43 (mg),0.22 (mg),37.21 (ug),0.39 (ug),0.9 (ug),2.58 (mg),23.95 (ug)
0,Egg Masala || JHDB,Fish & Egg Products,Fish & Egg Products,212.32 (kcal/24 H),15.35 (gm),11.16 (gm),5.56 (gm),8.75 (gm),508.29 (mg),2.37 (gm),2.9 (gm),0.0 (gm),5.83 (gm),4.6 (gm),165.02 (mg),57.32 (mg),22.3 (mg),344.05 (mg),1.66 (mg),0.74 (mg),115.14 (mg),292.38 (ug),47.88 (mg),0.09 (mg),0.27 (mg),0.6 (mg),0.22 (mg),42.55 (ug),0.49 (ug),0.96 (ug),2.09 (mg),17.58 (ug)
0,Egg Fried Rice || JHDB,Fish & Egg Products,Fish & Egg Products,591.71 (kcal/24 H),17.77 (gm),88.65 (gm),1.53 (gm),16.74 (gm),714.54 (mg),2.32 (gm),3.76 (gm),0.03 (gm),10.44 (gm),2.62 (gm),245.52 (mg),81.51 (mg),43.04 (mg),324.64 (mg),2.46 (mg),2.13 (mg),272.11 (mg),184.65 (ug),32.31 (mg),0.13 (mg),0.38 (mg),2.08 (mg),0.4 (mg),49.88 (ug),0.59 (ug),1.35 (ug),2.54 (mg),29.03 (ug)
0,Egg Noodles || JHDB,Fish & Egg Products,Fish & Egg Products,2116.66 (kcal/24 H),33.87 (gm),372.41 (gm),17.26 (gm),78.84 (gm),407.85 (mg),19.91 (gm),8.34 (gm),0.32 (gm),13.08 (gm),8.41 (gm),583.68 (mg),239.06 (mg),323.2 (mg),1714.33 (mg),21.92 (mg),10.6 (mg),1356.59 (mg),1912.88 (ug),164.8 (mg),5.78 (mg),2.47 (mg),43.22 (mg),1.54 (mg),1915.06 (ug),1.84 (ug),2.4 (ug),4.46 (mg),20.33 (ug)
0,Egg Toast || JHDB,Fish & Egg Products,Fish & Egg Products,402.81 (kcal/24 H),17.11 (gm),49.68 (gm),14.02 (gm),15.55 (gm),1221.61 (mg),7.49 (gm),3.23 (gm),0.04 (gm),6.04 (gm),6.06 (gm),163.68 (mg),156.39 (mg),70.41 (mg),814.33 (mg),4.59 (mg),1.86 (mg),256.12 (mg),826.04 (ug),134.53 (mg),0.41 (mg),0.48 (mg),5.03 (mg),0.56 (mg),131.24 (ug),0.39 (ug),0.9 (ug),3.83 (mg),36.95 (ug)
0,Bread Omelette || JHDB,Fish & Egg Products,Fish & Egg Products,458.0 (kcal/24 H),26.65 (gm),33.83 (gm),9.54 (gm),20.53 (gm),1421.93 (mg),4.98 (gm),10.66 (gm),0.29 (gm),8.4 (gm),4.35 (gm),203.17 (mg),256.71 (mg),30.85 (mg),348.28 (mg),1.64 (mg),1.89 (mg),258.98 (mg),448.81 (ug),119.17 (mg),0.08 (mg),0.41 (mg),0.85 (mg),0.3 (mg),46.39 (ug),0.73 (ug),1.08 (ug),2.29 (mg),21.89 (ug)
0,Cheese Omelette || JHDB,Fish & Egg Products,Fish & Egg Products,359.33 (kcal/24 H),25.7 (gm),12.78 (gm),7.06 (gm),20.32 (gm),1132.58 (mg),3.41 (gm),9.88 (gm),0.34 (gm),8.77 (gm),4.78 (gm),360.03 (mg),305.29 (mg),38.65 (mg),473.65 (mg),2.47 (mg),2.73 (mg),368.07 (mg),513.51 (ug),155.08 (mg),0.12 (mg),0.67 (mg),1.35 (mg),0.57 (mg),112.91 (ug),1.15 (ug),2.0 (ug),3.9 (mg),18.94 (ug)
0,Egg Curry || JHDB,Fish & Egg Products,Fish & Egg Products,137.79 (kcal/24 H),9.59 (gm),8.08 (gm),4.1 (gm),5.69 (gm),236.83 (mg),2.0 (gm),1.96 (gm),0.01 (gm),3.69 (gm),3.08 (gm),130.94 (mg),49.6 (mg),18.54 (mg),305.16 (mg),1.14 (mg),0.68 (mg),101.53 (mg),271.55 (ug),13.66 (mg),0.06 (mg),0.19 (mg),0.56 (mg),0.18 (mg),36.31 (ug),0.31 (ug),0.72 (ug),1.55 (mg),13.71 (ug)
0,Egg Masala Gravy || JHDB,Fish & Egg Products,Fish & Egg Products,212.32 (kcal/24 H),15.35 (gm),11.16 (gm),5.56 (gm),8.75 (gm),508.29 (mg),2.37 (gm),2.9 (gm),0.0 (gm),5.83 (gm),4.6 (gm),165.02 (mg),57.32 (mg),22.3 (mg),344.05 (mg),1.66 (mg),0.74 (mg),115.14 (mg),292.38 (ug),47.88 (mg),0.09 (mg),0.27 (mg),0.6 (mg),0.22 (mg),42.55 (ug),0.49 (ug),0.96 (ug),2.09 (mg),17.58 (ug)
0,Egg Paratha || JHDB,Fish & Egg Products,Fish & Egg Products,231.13 (kcal/24 H),7.1 (gm),32.26 (gm),3.87 (gm),10.09 (gm),455.31 (mg),1.48 (gm),1.73 (gm),0.02 (gm),2.6 (gm),1.84 (gm),163.68 (mg),51.05 (mg),26.43 (mg),282.01 (mg),3.02 (mg),0.97 (mg),149.61 (mg),171.82 (ug),66.26 (mg),0.36 (mg),0.38 (mg),2.47 (mg),0.25 (mg),37.58 (ug),0.39 (ug),0.9 (ug),0.95 (mg),8.7 (ug)
0,Mushroom Masala || JHDB,Fish & Egg Products,Fish & Egg Products,171.33 (kcal/24 H),12.72 (gm),12.99 (gm),5.33 (gm),4.38 (gm),217.43 (mg),3.1 (gm),1.94 (gm),0.0 (gm),5.64 (gm),4.53 (gm),0.0 (mg),37.36 (mg),35.37 (mg),496.06 (mg),1.38 (mg),0.93 (mg),120.67 (mg),207.12 (ug),14.2 (mg),0.12 (mg),0.31 (mg),2.99 (mg),0.23 (mg),34.51 (ug),0.03 (ug),0.13 (ug),1.69 (mg),20.73 (ug)
0,Fish Curry || JHDB,Fish & Egg Products,Fish & Egg Products,256.49 (kcal/24 H),13.21 (gm),8.21 (gm),3.18 (gm),27.92 (gm),1077.84 (mg),1.67 (gm),1.05 (gm),0.04 (gm),7.15 (gm),3.16 (gm),30.0 (mg),95.08 (mg),18.27 (mg),177.78 (mg),2.49 (mg),0.33 (mg),37.51 (mg),202.72 (ug),8.92 (mg),0.04 (mg),0.04 (mg),0.37 (mg),0.12 (mg),11.92 (ug),0.0 (ug),0.0 (ug),2.27 (mg),14.84 (ug)
0,Mustard Fish || JHDB,Fish & Egg Products,Fish & Egg Products,440.24 (kcal/24 H),29.29 (gm),12.53 (gm),5.45 (gm),33.74 (gm),221.36 (mg),2.76 (gm),4.27 (gm),0.0 (gm),11.37 (gm),6.91 (gm),92.23 (mg),106.03 (mg),75.71 (mg),854.68 (mg),2.68 (mg),1.41 (mg),402.24 (mg),379.1 (ug),96.77 (mg),0.36 (mg),0.33 (mg),13.48 (mg),0.63 (mg),31.86 (ug),11.16 (ug),0.0 (ug),4.09 (mg),17.92 (ug)
0,Fish Tacos || JHDB,Fish & Egg Products,Fish & Egg Products,1488.68 (kcal/24 H),142.84 (gm),39.33 (gm),3.52 (gm),16.59 (gm),374.83 (mg),5.0 (gm),15.35 (gm),34.93 (gm),95.03 (gm),25.19 (gm),22.45 (mg),126.4 (mg),48.89 (mg),271.3 (mg),1.42 (mg),0.99 (mg),216.8 (mg),70.04 (ug),28.22 (mg),0.11 (mg),0.13 (mg),1.23 (mg),0.23 (mg),42.14 (ug),0.11 (ug),0.12 (ug),24.64 (mg),148.11 (ug)
0,Fish Tikka || JHDB,Fish & Egg Products,Fish & Egg Products,312.27 (kcal/24 H),19.9 (gm),10.47 (gm),6.28 (gm),24.62 (gm),496.48 (mg),2.19 (gm),4.74 (gm),0.0 (gm),6.01 (gm),6.63 (gm),126.03 (mg),211.49 (mg),56.72 (mg),793.96 (mg),1.74 (mg),3.78 (mg),350.83 (mg),359.32 (ug),46.76 (mg),0.08 (mg),0.41 (mg),10.47 (mg),0.2 (mg),44.46 (ug),20.16 (ug),23.89 (ug),4.53 (mg),10.12 (ug)
0,Fish Biryani || JHDB,Fish & Egg Products,Fish & Egg Products,777.96 (kcal/24 H),23.65 (gm),98.06 (gm),5.8 (gm),41.72 (gm),645.29 (mg),4.92 (gm),5.06 (gm),0.04 (gm),7.89 (gm),7.45 (gm),107.21 (mg),336.99 (mg),99.4 (mg),946.87 (mg),3.24 (mg),4.77 (mg),634.64 (mg),145.2 (ug),6.68 (mg),0.25 (mg),0.41 (mg),14.48 (mg),0.28 (mg),41.17 (ug),8.15 (ug),17.73 (ug),4.76 (mg),25.44 (ug)
0,Chilli Fish || JHDB,Fish & Egg Products,Fish & Egg Products,516.6 (kcal/24 H),39.42 (gm),19.63 (gm),5.36 (gm),22.46 (gm),1089.33 (mg),1.69 (gm),6.35 (gm),0.0 (gm),14.94 (gm),15.83 (gm),110.69 (mg),139.28 (mg),52.21 (mg),684.89 (mg),1.98 (mg),3.31 (mg),296.5 (mg),338.73 (ug),43.49 (mg),0.07 (mg),0.34 (mg),10.09 (mg),0.23 (mg),42.5 (ug),18.69 (ug),22.36 (ug),7.02 (mg),67.19 (ug)
0,Lemon Pepper Fish Fry || JHDB,Fish & Egg Products,Fish & Egg Products,144.15 (kcal/24 H),6.85 (gm),2.44 (gm),0.88 (gm),18.72 (gm),271.27 (mg),0.61 (gm),1.22 (gm),0.02 (gm),2.2 (gm),2.38 (gm),58.8 (mg),105.98 (mg),31.91 (mg),405.67 (mg),0.98 (mg),1.83 (mg),261.56 (mg),151.13 (ug),29.68 (mg),0.08 (mg),0.15 (mg),7.68 (mg),0.05 (mg),15.26 (ug),4.72 (ug),10.55 (ug),2.19 (mg),15.88 (ug)
0,Fish Fingers || JHDB,Fish & Egg Products,Fish & Egg Products,241.43 (kcal/24 H),14.9 (gm),10.17 (gm),1.16 (gm),17.03 (gm),461.16 (mg),1.0 (gm),3.0 (gm),0.01 (gm),4.81 (gm),5.3 (gm),128.35 (mg),111.64 (mg),31.84 (mg),401.6 (mg),1.84 (mg),2.39 (mg),217.63 (mg),79.44 (ug),2.02 (mg),0.13 (mg),0.29 (mg),7.07 (mg),0.05 (mg),41.0 (ug),12.63 (ug),15.21 (ug),2.78 (mg),7.08 (ug)
0,Fish Pulusu (Chepala Pulusu) || JHDB,Fish & Egg Products,Fish & Egg Products,459.25 (kcal/24 H),24.96 (gm),13.91 (gm),5.02 (gm),47.95 (gm),406.18 (mg),4.0 (gm),4.14 (gm),0.05 (gm),8.1 (gm),9.41 (gm),147.0 (mg),356.81 (mg),103.36 (mg),1106.89 (mg),3.45 (mg),4.98 (mg),700.04 (mg),263.82 (ug),60.36 (mg),0.27 (mg),0.38 (mg),19.27 (mg),0.15 (mg),44.36 (ug),11.8 (ug),26.37 (ug),6.2 (mg),33.66 (ug)
0,Salmon Curry || JHDB,Fish & Egg Products,Fish & Egg Products,555.31 (kcal/24 H),38.11 (gm),13.0 (gm),5.28 (gm),42.38 (gm),733.41 (mg),3.02 (gm),5.78 (gm),0.0 (gm),14.3 (gm),9.15 (gm),122.0 (mg),145.17 (mg),71.59 (mg),1010.93 (mg),2.85 (mg),1.39 (mg),462.93 (mg),545.74 (ug),11.04 (mg),0.39 (mg),0.4 (mg),17.37 (mg),0.72 (mg),21.09 (ug),14.76 (ug),0.0 (ug),5.42 (mg),35.44 (ug)
0,Kadai Chicken || JHDB,Meat & Chicken,Meat & Poultry,494.47 (kcal/24 H),28.37 (gm),10.33 (gm),4.67 (gm),49.86 (gm),401.56 (mg),4.89 (gm),7.09 (gm),0.23 (gm),11.43 (gm),7.67 (gm),145.28 (mg),69.22 (mg),86.7 (mg),1034.41 (mg),3.62 (mg),2.45 (mg),458.13 (mg),1219.06 (ug),21.13 (mg),0.22 (mg),0.32 (mg),24.42 (mg),1.51 (mg),34.59 (ug),0.77 (ug),0.91 (ug),5.46 (mg),28.25 (ug)
0,Chicken Biryani || JHDB,Meat & Chicken,Meat & Poultry,459.36 (kcal/24 H),8.54 (gm),67.31 (gm),3.03 (gm),25.29 (gm),122.91 (mg),3.39 (gm),1.76 (gm),0.01 (gm),4.53 (gm),1.16 (gm),57.64 (mg),111.36 (mg),58.9 (mg),533.0 (mg),4.67 (mg),1.7 (mg),292.07 (mg),92.33 (ug),6.99 (mg),0.56 (mg),0.22 (mg),10.84 (mg),0.83 (mg),320.45 (ug),0.23 (ug),0.02 (ug),1.57 (mg),7.71 (ug)
0,Dry Fried Curry Chicken || JHDB,Meat & Chicken,Meat & Poultry,449.2 (kcal/24 H),34.48 (gm),9.01 (gm),3.16 (gm),29.34 (gm),830.55 (mg),3.27 (gm),25.25 (gm),0.0 (gm),9.62 (gm),7.91 (gm),113.4 (mg),62.59 (mg),65.81 (mg),649.42 (mg),2.93 (mg),1.92 (mg),289.72 (mg),203.09 (ug),18.04 (mg),0.18 (mg),0.25 (mg),12.76 (mg),0.64 (mg),48.39 (ug),0.65 (ug),0.3 (ug),2.04 (mg),12.63 (ug)
0,Chicken Makhani  (Butter Chicken) || JHDB,Meat & Chicken,Meat & Poultry,362.39 (kcal/24 H),22.33 (gm),14.89 (gm),7.73 (gm),26.5 (gm),293.51 (mg),2.18 (gm),10.09 (gm),0.3 (gm),7.22 (gm),2.89 (gm),144.44 (mg),124.48 (mg),54.35 (mg),739.71 (mg),2.9 (mg),2.45 (mg),320.14 (mg),305.97 (ug),10.19 (mg),0.15 (mg),0.43 (mg),7.44 (mg),0.68 (mg),19.23 (ug),0.87 (ug),0.07 (ug),2.63 (mg),7.73 (ug)
0,Chicken Hariyali Tikka || JHDB,Meat & Chicken,Meat & Poultry,177.59 (kcal/24 H),4.5 (gm),7.02 (gm),3.5 (gm),26.98 (gm),1866.63 (mg),1.3 (gm),0.81 (gm),0.01 (gm),0.8 (gm),0.56 (gm),82.78 (mg),29.61 (mg),49.7 (mg),627.08 (mg),1.38 (mg),1.0 (mg),271.99 (mg),331.52 (ug),140.61 (mg),0.16 (mg),0.27 (mg),11.52 (mg),1.09 (mg),30.07 (ug),0.24 (ug),0.0 (ug),1.13 (mg),20.51 (ug)
0,Chicken 65 || JHDB,Meat & Chicken,Meat & Poultry,300.77 (kcal/24 H),15.62 (gm),11.67 (gm),2.34 (gm),28.12 (gm),1617.18 (mg),2.35 (gm),2.53 (gm),0.02 (gm),6.14 (gm),5.3 (gm),123.7 (mg),61.73 (mg),52.85 (mg),548.77 (mg),3.5 (mg),1.22 (mg),292.9 (mg),309.76 (ug),31.98 (mg),0.14 (mg),0.3 (mg),11.4 (mg),1.03 (mg),19.67 (ug),0.34 (ug),0.23 (ug),2.99 (mg),27.35 (ug)
0,Chicken Korma || JHDB,Meat & Chicken,Meat & Poultry,522.85 (kcal/24 H),29.11 (gm),15.97 (gm),7.8 (gm),48.39 (gm),1332.65 (mg),2.67 (gm),8.64 (gm),0.02 (gm),14.27 (gm),3.27 (gm),170.29 (mg),89.25 (mg),88.06 (mg),906.4 (mg),2.68 (mg),1.94 (mg),509.24 (mg),164.2 (ug),5.31 (mg),0.23 (mg),0.47 (mg),19.56 (mg),1.75 (mg),34.32 (ug),0.52 (ug),0.01 (ug),4.92 (mg),8.38 (ug)
0,Chicken Tikka Masala || JHDB,Meat & Chicken,Meat & Poultry,417.88 (kcal/24 H),25.75 (gm),18.16 (gm),9.0 (gm),30.32 (gm),680.33 (mg),3.72 (gm),9.52 (gm),0.38 (gm),8.33 (gm),5.59 (gm),118.4 (mg),102.59 (mg),70.18 (mg),1079.5 (mg),3.42 (mg),1.44 (mg),343.23 (mg),685.94 (ug),71.99 (mg),0.19 (mg),0.39 (mg),12.63 (mg),1.2 (mg),40.11 (ug),0.34 (ug),0.48 (ug),4.41 (mg),37.02 (ug)
0,Grilled Chicken Thighs Tandoori || JHDB,Meat & Chicken,Meat & Poultry,1072.24 (kcal/24 H),79.84 (gm),5.66 (gm),2.17 (gm),78.6 (gm),863.17 (mg),1.16 (gm),22.07 (gm),0.39 (gm),33.47 (gm),16.36 (gm),460.25 (mg),105.6 (mg),96.14 (mg),1072.14 (mg),3.96 (mg),6.37 (mg),780.06 (mg),294.18 (ug),0.81 (mg),0.36 (mg),0.75 (mg),21.67 (mg),1.67 (mg),17.83 (ug),3.03 (ug),0.37 (ug),1.53 (mg),12.26 (ug)
0,Tandoori Chicken Burgers || JHDB,Meat & Chicken,Meat & Poultry,392.99 (kcal/24 H),20.41 (gm),26.56 (gm),4.33 (gm),26.33 (gm),480.66 (mg),3.23 (gm),4.5 (gm),0.08 (gm),10.24 (gm),3.55 (gm),139.08 (mg),89.16 (mg),48.76 (mg),818.71 (mg),3.68 (mg),2.44 (mg),293.09 (mg),457.1 (ug),15.66 (mg),0.42 (mg),0.47 (mg),8.58 (mg),0.71 (mg),63.61 (ug),0.83 (ug),0.23 (ug),2.39 (mg),31.54 (ug)
0,Prawn Biryani (Shrimp Biryani) || JHDB,Meat & Chicken,Meat & Poultry,715.59 (kcal/24 H),19.85 (gm),91.07 (gm),3.38 (gm),40.74 (gm),1684.77 (mg),6.39 (gm),3.27 (gm),0.01 (gm),6.86 (gm),7.11 (gm),276.8 (mg),191.8 (mg),51.88 (mg),527.51 (mg),8.51 (mg),1.45 (mg),144.75 (mg),404.92 (ug),9.2 (mg),0.6 (mg),0.09 (mg),4.41 (mg),0.28 (mg),392.63 (ug),0.0 (ug),0.0 (ug),2.61 (mg),29.38 (ug)
